Date,Close,High,Low,Open,Volume,Return,Lag_1,Lag_2,SMA_5,SMA_10,Volatility
2020-01-16,158.62110900878906,158.68793599036624,156.5783270372863,156.8837968406073,23865400,0.01832324795512852,0.006476212298217376,-0.0070430567073656025,155.80514526367188,154.02104644775392,0.01119660746677749
2020-01-17,159.5089111328125,159.8620979437721,157.91476383355945,159.81436645335992,34371700,0.005596998593511593,0.01832324795512852,0.006476212298217376,156.9048095703125,154.83052825927734,0.00970177439522643
2020-01-21,158.93612670898438,160.5493545898603,158.86929972428416,159.10794255718054,29517200,-0.0035909242923187756,0.005596998593511593,0.01832324795512852,157.5195526123047,155.54359130859376,0.010080438521761229
2020-01-22,158.1724853515625,159.88117639299483,158.15338984431403,159.79525389317888,24138800,-0.004804705973614931,-0.0035909242923187756,0.005596998593511593,158.20111694335938,156.3187042236328,0.009501732449791201
2020-01-23,159.14614868164062,159.22251614329255,157.76202303250872,158.64022699310001,19680800,0.006155706081965029,-0.004804705973614931,-0.0035909242923187756,158.8769561767578,156.95158996582032,0.008733235784674458
2020-01-24,157.54248046875,159.919368845701,156.97928675619562,159.90027333654157,24918100,-0.010076701360198448,0.006155706081965029,-0.004804705973614931,158.66123046875,157.23318786621093,0.009225753871177978
2020-01-27,154.9078369140625,155.95787122124548,152.92232676586377,153.82916663173845,32078100,-0.016723384999705604,-0.010076701360198448,0.006155706081965029,157.741015625,157.32291259765626,0.010823113456076509
2020-01-28,157.94337463378906,158.22973437298793,155.66194979602412,156.33968726626438,24899900,0.019595765974129264,-0.016723384999705604,-0.010076701360198448,157.54246520996094,157.5310089111328,0.01191798608249582
2020-01-29,160.4061737060547,161.0839258176197,158.16293962662346,160.21526233672495,34754500,0.015592924223481575,0.019595765974129264,-0.016723384999705604,157.98920288085938,158.09515991210938,0.01228219994792095
2020-01-30,164.93087768554688,166.14318767976638,163.03127498323494,166.14318767976638,51597500,0.028207791975536578,0.015592924223481575,0.019595765974129264,159.14614868164062,159.0115524291992,0.014550094497951664
2020-01-31,162.49667358398438,164.56809162420643,161.876208045128,164.386735306438,36142700,-0.014758934989744565,0.028207791975536578,0.015592924223481575,160.1369873046875,159.39910888671875,0.015142189490508546
2020-02-03,166.4581756591797,166.57271957325094,162.65897076563186,162.6876067441497,30107000,0.02437897335263206,-0.014758934989744565,0.028207791975536578,162.44705505371093,160.09403533935546,0.016655543585053677
2020-02-04,171.93739318847656,172.43377438699721,168.300478542477,169.09277453982233,36433300,0.03291648191865004,0.02437897335263206,-0.014758934989744565,165.24585876464843,161.3941619873047,0.018597764202601424
2020-02-05,171.72735595703125,175.83201509954588,170.3050541669698,175.6697397406745,39186300,-0.0012215913452582328,0.03291648191865004,0.02437897335263206,167.51009521484374,162.74964904785156,0.018355556516878892
2020-02-06,175.2879638671875,175.46933477716024,171.8801367244904,172.74880025877843,27751400,0.020734075187456735,-0.0012215913452582328,0.03291648191865004,169.58151245117188,164.36383056640625,0.018731976007530113
2020-02-07,175.5361328125,177.19709227933504,174.19018365311317,174.54338497300552,33529100,0.0014157785842074944,0.020734075187456735,-0.0012215913452582328,172.189404296875,166.16319580078124,0.017696525331930887
2020-02-10,180.12762451171875,180.26126392824392,174.92521317224083,175.24022348953673,35844300,0.02615696053941896,0.0014157785842074944,0.020734075187456735,174.9232940673828,168.68517456054687,0.015255583989032541
2020-02-11,176.06114196777344,182.03675336983713,175.1638425690757,181.98902188925905,53159900,-0.022575563048524816,0.02615696053941896,0.0014157785842074944,175.7480438232422,170.4969512939453,0.019244080981617326
2020-02-12,176.3189239501953,177.40713497494,173.58884863329462,177.1493965685091,47062900,0.0014641617084878433,-0.022575563048524816,0.02615696053941896,176.666357421875,172.08822631835938,0.019394386533330688
2020-02-13,175.3643035888672,177.76981282779755,174.562452610288,174.7629189963334,35295800,-0.005414168484817794,0.0014641617084878433,-0.022575563048524816,176.68162536621094,173.1315689086914,0.018726810208916474
2020-02-14,176.9298095703125,176.98708152211782,174.35245521424756,174.92520386350716,23149500,0.008927164476503435,-0.005414168484817794,0.0014641617084878433,176.96036071777343,174.57488250732422,0.01720176124783775
2020-02-18,178.7244110107422,179.17306076378034,177.0730064574597,177.17800990105596,27792200,0.0101430134627285,0.008927164476503435,-0.005414168484817794,176.67971801757812,175.80150604248047,0.016324729796730563
2020-02-19,179.2604217529297,180.12187672148175,178.4851093601553,180.00701995377815,29997500,0.0029990908301569252,0.0101430134627285,0.008927164476503435,177.31957397460937,176.53380889892577,0.013615943452772457
2020-02-20,176.52293395996094,179.23175204525444,173.34510755321432,178.94459544933736,36862400,-0.015271010556595521,0.0029990908301569252,0.0101430134627285,177.3603759765625,177.01336669921875,0.014908239421572392
2020-02-21,170.94252014160156,175.64227050341614,169.65990434185565,175.3263998174394,48572600,-0.03161296774970401,-0.015271010556595521,0.0029990908301569252,176.47601928710938,176.57882232666014,0.016980274439865106
2020-02-24,163.572265625,167.07554313301836,156.2402733599048,160.58587278820414,68311100,-0.04311539639462647,-0.03161296774970401,-0.015271010556595521,173.80451049804688,175.38243560791017,0.02119202838756103
2020-02-25,160.87303161621094,167.35312091933608,160.47100370822852,166.7405271336605,68073300,-0.016501782857108793,-0.04311539639462647,-0.03161296774970401,170.23423461914064,173.45697631835938,0.017843008419880776
2020-02-26,162.8831024169922,165.8407811816889,161.00704028883158,162.44280838105968,56206100,0.012494765471795288,-0.016501782857108793,-0.04311539639462647,166.95877075195312,172.13917236328126,0.01875896755422269
2020-02-27,151.40652465820312,159.87756226966422,151.2150918330818,156.32643735669026,93174900,-0.07045898308965293,0.012494765471795288,-0.016501782857108793,161.93548889160155,169.64793243408204,0.02691656288288752
2020-02-28,155.07249450683594,156.69970975635738,145.49114230137508,145.8835890194543,97012700,0.024212760030709823,-0.07045898308965293,0.012494765471795288,158.76148376464843,167.6187515258789,0.029562577968072712
2020-03-02,165.3909149169922,165.51535283207693,155.35968539530575,158.2312217343884,71030800,0.0665393333806299,0.024212760030709823,-0.07045898308965293,159.12521362304688,166.46486206054686,0.03835962337354377
2020-03-03,157.4654541015625,167.50626337555664,155.31180214387678,166.3576519192017,71677000,-0.047919565711377676,0.0665393333806299,0.024212760030709823,158.44369812011718,164.3389663696289,0.039994500089310395
2020-03-04,163.24681091308594,163.39038185896317,158.52791288497758,161.27502536097947,49814400,0.03671508042516147,-0.047919565711377676,0.0665393333806299,158.51643981933594,162.73760528564452,0.042715254921219865
2020-03-05,159.15011596679688,163.5531294844052,158.59495053526152,158.93953547189074,47817300,-0.025095099398114273,0.03671508042516147,-0.047919565711377676,160.06515808105468,161.0003234863281,0.043000514296074446
2020-03-06,154.6513671875,156.12541593642464,149.31987490003448,155.64682659379633,72821100,-0.02826732957100353,-0.025095099398114273,0.03671508042516147,159.9809326171875,159.37120819091797,0.04282176928623336
2020-03-09,144.1702423095703,150.99493069721586,143.57679622556182,144.53397486706558,70419300,-0.06777259760802712,-0.02826732957100353,-0.025095099398114273,155.73679809570314,157.431005859375,0.04561433760985809
2020-03-10,154.02920532226562,154.1344955707755,146.04633791651764,151.38739718518477,65354400,0.06838417453392087,-0.06777259760802712,-0.02826732957100353,155.04954833984374,156.74662322998046,0.052046768699040034
2020-03-11,147.05137634277344,150.9470862685925,144.67756252194508,150.40150197475725,56371600,-0.045301986495956514,0.06838417453392087,-0.06777259760802712,151.81046142578126,155.1634506225586,0.05331418816976834
2020-03-12,133.10528564453125,146.89823607785505,132.64584389604912,139.07808679635838,93226400,-0.09483821943790693,-0.045301986495956514,0.06838417453392087,146.60149536132812,153.3333267211914,0.0568802180765634
2020-03-13,152.02871704101562,154.97682962340602,134.70377417991185,141.183879021812,92727400,0.14216889513329312,-0.09483821943790693,-0.045301986495956514,146.07696533203125,153.02894897460936,0.07455536045037316
2020-03-16,129.62115478515625,142.95466341800056,129.2191414311284,134.00503555820723,87905900,-0.14739032659082474,0.14216889513329312,-0.09483821943790693,143.16714782714843,149.45197296142578,0.08362861653277331
2020-03-17,140.29368591308594,141.18385507347162,129.21912159266896,134.00501498499003,81059800,0.08233633734878487,-0.14739032659082474,0.14216889513329312,140.4200439453125,147.73479614257812,0.08893380277495512
2020-03-18,134.38792419433594,139.74813237413073,129.23831116591487,132.09070046321946,81593200,-0.04209570573552901,0.08233633734878487,-0.14739032659082474,137.887353515625,144.84890747070312,0.08802761924588988
2020-03-19,136.5989990234375,143.72039734227005,133.04785909180967,136.65642741711832,85922700,0.016452927912661064,-0.04209570573552901,0.08233633734878487,138.58609619140626,142.5937957763672,0.08851862300525838
2020-03-20,131.468505859375,140.80099857992752,130.0423042779866,139.7480961231457,84866200,-0.03755879033331877,0.016452927912661064,-0.04209570573552901,134.47405395507812,140.2755096435547,0.08876106728694484
2020-03-23,130.15711975097656,134.5505798761295,126.84529053855107,131.14301237248333,78975200,-0.009974906916498716,-0.03755879033331877,0.016452927912661064,134.58124694824218,138.87419738769532,0.08662249824510396
2020-03-24,141.98788452148438,143.1939390281192,135.22063872307237,137.59443780402628,82516700,0.09089602469033631,-0.009974906916498716,-0.03755879033331877,134.9200866699219,137.6700653076172,0.08905146351691028
2020-03-25,140.6287384033203,147.72143837305586,138.254938547916,142.53352989125332,75638200,-0.009572268244889659,0.09089602469033631,-0.009974906916498716,136.16824951171876,137.02780151367188,0.08794374325059683
