Date,Close,High,Low,Open,Volume,Return,Lag_1,Lag_2,SMA_5,SMA_10,Volatility
2020-01-16,76.32099914550781,76.43237250443956,75.5583716587375,75.92152830847965,108829200,0.012526587114336296,-0.0042855952178066925,-0.013503309313950829,75.8537368774414,74.44686889648438,0.012766434668707147
2020-01-17,77.16595458984375,77.16837061022176,76.26290232469962,76.57037231867773,137816400,0.011071074197089636,0.012526587114336296,-0.0042855952178066925,76.2604736328125,74.96255264282226,0.011770526720605167
2020-01-21,76.64302062988281,77.23617220085674,76.50501929653306,76.7931242324277,110843200,-0.006776744520824773,0.011071074197089636,0.012526587114336296,76.24159393310546,75.36856536865234,0.012534863593302246
2020-01-22,76.91658020019531,77.47099402402007,76.82215592624772,77.1296258918447,101832400,0.003569269165858424,-0.006776744520824773,0.011071074197089636,76.48466796875,75.83606796264648,0.012048184991579601
2020-01-23,77.28700256347656,77.3668937772688,76.42026453610515,76.96984634011159,104472000,0.004815897460822338,0.003569269165858424,-0.006776744520824773,76.86671142578125,76.22440338134766,0.011553769774487509
2020-01-24,77.06426239013672,78.2796239983564,76.87299781703734,77.53394558679635,146537600,-0.0028819874746326413,0.004815897460822338,0.003569269165858424,77.01536407470704,76.43455047607422,0.010288054971328056
2020-01-27,74.7981948852539,75.48092402078038,73.8128277093584,75.06692735771068,161940000,-0.029404907470740205,-0.0028819874746326413,0.004815897460822338,76.54181213378907,76.40114288330078,0.014492164536030075
2020-01-28,76.91415405273438,77.08604612277858,75.58257973802782,75.68184343719155,162234000,0.02828890684763863,-0.029404907470740205,-0.0028819874746326413,76.59603881835938,76.41881637573242,0.01575540180269205
2020-01-29,78.52415466308594,79.37394362780475,77.80752757594179,78.55078999397739,216229200,0.020932436040935976,0.02828890684763863,-0.029404907470740205,76.9175537109375,76.70111083984375,0.016151336915375725
2020-01-30,78.41036987304688,78.46363314950943,77.17079622640016,77.60416527632543,126743200,-0.0014490418970731778,0.020932436040935976,0.02828890684763863,77.14222717285156,77.00446929931641,0.016018199513872143
2020-01-31,74.9337387084961,78.12224966790679,74.63837103116171,77.69856694811635,199588400,-0.044338920606799115,-0.0014490418970731778,0.020932436040935976,76.71612243652343,76.86574325561523,0.02175032255611107
2020-02-03,74.72796630859375,75.89732764326911,73.16881293673191,73.67238698147514,173788400,-0.0027460580967784143,-0.044338920606799115,-0.0014490418970731778,76.7020767211914,76.62194442749023,0.02128868741939555
2020-02-04,77.19499969482422,77.38626426505087,75.93121426303615,76.33794793595989,136616400,0.03301352235443833,-0.0027460580967784143,-0.044338920606799115,76.75824584960938,76.67714233398438,0.024044373200354647
2020-02-05,77.82449340820312,78.62585870108742,77.2192321665417,78.32564410108219,118826800,0.008154591824178992,0.03301352235443833,-0.0027460580967784143,76.61831359863281,76.76793365478515,0.02414275987264053
2020-02-06,78.73478698730469,78.73721039613278,77.53637437960353,78.09563507421905,105425600,0.011696749175441612,0.008154591824178992,0.03301352235443833,76.68319702148438,76.91271209716797,0.02434690651345305
2020-02-07,77.66455841064453,78.48238543817546,77.17192034743294,78.23242636976711,117684000,-0.013592830026106784,0.011696749175441612,0.008154591824178992,77.22936096191407,76.97274169921874,0.024822676703558314
2020-02-10,78.0334243774414,78.0334243774414,76.16480064339702,76.24488144952362,109348800,0.004749476136161501,-0.013592830026106784,0.011696749175441612,77.8904525756836,77.2962646484375,0.02239704375996281
2020-02-11,77.56263732910156,78.60373238920275,77.34422769426291,78.53093164624849,94323200,-0.006033146079335028,0.004749476136161501,-0.013592830026106784,77.96398010253907,77.36111297607422,0.0209228322118274
2020-02-12,79.40457916259766,79.40943007689862,78.01402569685219,78.01402569685219,113730400,0.023747797869232423,-0.006033146079335028,0.004749476136161501,78.27999725341797,77.44915542602538,0.021236849684141933
2020-02-13,78.8391342163086,79.16675238353734,78.47026476188894,78.67411425559266,94747600,-0.007121062188758631,0.023747797869232423,-0.006033146079335028,78.30086669921874,77.49203186035156,0.021394192476140262
2020-02-14,78.85855102539062,79.10851012138082,78.34892359887368,78.80758309855572,80113600,0.00024628389536540674,-0.007121062188758631,0.023747797869232423,78.53966522216797,77.88451309204102,0.014482148333709524
2020-02-18,77.41461944580078,77.59662873916865,76.34925482708518,76.53126412045305,152531200,-0.01831039958019176,0.00024628389536540674,-0.007121062188758631,78.41590423583985,78.15317840576172,0.01617036641827069
2020-02-19,78.53577423095703,78.76632223582008,77.65727746459481,77.65727746459481,93984000,0.014482468468907106,-0.01831039958019176,0.00024628389536540674,78.61053161621093,78.287255859375,0.013225823386775656
2020-02-20,77.73008728027344,78.78574250032466,77.22288901629881,78.29553354521413,100566000,-0.010258852842199517,0.014482468468907106,-0.01831039958019176,78.2756332397461,78.27781524658204,0.01352160671182589
2020-02-21,75.97065734863281,77.76648785830864,75.35182886622782,77.32238114469776,129554000,-0.022635121009147996,-0.010258852842199517,0.014482468468907106,77.70193786621094,78.00140228271485,0.014531458751639772
2020-02-24,72.36205291748047,73.81812753069896,70.19007939634994,72.13879229080158,222195200,-0.04749997639999737,-0.022635121009147996,-0.010258852842199517,76.4026382446289,77.47115173339844,0.020059619938195015
2020-02-25,69.91098022460938,73.41769559790279,69.4377605020185,73.03426594239946,230673600,-0.03387234875254608,-0.04749997639999737,-0.022635121009147996,74.90191040039062,76.65890731811524,0.021257590526229435
2020-02-26,71.02001190185547,72.28922581008212,69.52753744829661,69.53481752247102,198054800,0.015863483442557946,-0.03387234875254608,-0.04749997639999737,73.39875793457031,76.00464477539063,0.022861839125983073
2020-02-27,66.37754821777344,69.40618438433137,66.24164858907926,68.21705893027021,320605600,-0.06536838786365706,0.015863483442557946,-0.03387234875254608,71.12825012207031,74.7019416809082,0.026028874893428807
2020-02-28,66.3387451171875,67.56427882911555,62.215630206085294,62.431618127058165,426510000,-0.0005845817091439942,-0.06536838786365706,0.015863483442557946,69.20186767578124,73.4519027709961,0.02639648476263248
2020-03-02,72.51492309570312,73.15317015362184,67.39682304876307,68.50343887480543,341397200,0.09310061514738321,-0.0005845817091439942,-0.06536838786365706,69.23244171142578,72.81753997802734,0.04371013671762616
2020-03-03,70.21190643310547,73.77443320656704,69.35767141404621,73.69435237651876,319475600,-0.03175920988784886,0.09310061514738321,-0.0005845817091439942,69.292626953125,72.0972686767578,0.04428257547979231
2020-03-04,73.46865844726562,73.62882752036336,71.13651616592851,71.939783286025,219178400,0.04638461166501773,-0.03175920988784886,0.09310061514738321,69.78235626220703,71.59055709838867,0.047203349216672914
2020-03-05,71.08554077148438,72.69449642985231,70.71909308665877,71.71650028960082,187572800,-0.03243720146995477,0.04638461166501773,-0.03175920988784886,70.72395477294921,70.92610244750976,0.047958262768332066
2020-03-06,70.14151000976562,70.57590748684923,68.24861680086957,68.43547696188391,226176800,-0.01328020792236051,-0.03243720146995477,0.04638461166501773,71.48450775146485,70.34318771362305,0.04772917475599294
2020-03-09,64.5938720703125,67.48660157527603,63.82457638904733,64.00658563730508,286744800,-0.07909208026289627,-0.01328020792236051,-0.03243720146995477,69.90029754638672,69.56636962890624,0.051600318517919845
2020-03-10,69.24604034423828,69.5129887846972,65.37045555760074,67.25607654604191,285290000,0.07202182072103902,-0.07909208026289627,-0.01328020792236051,69.70712432861328,69.49987564086913,0.056785959496313085
2020-03-11,66.8410873413086,68.24620108036899,65.97472137640763,67.31674360006403,255598800,-0.03473054908228834,0.07202182072103902,-0.07909208026289627,68.38161010742188,69.08198318481445,0.05751275875654476
2020-03-12,60.24020767211914,65.52333058622261,60.18439253845632,62.11126440817364,418474000,-0.09875482179820905,-0.03473054908228834,0.07202182072103902,66.21254348754883,68.46824913024902,0.06221113374260994
2020-03-13,67.45748138427734,67.93070839286551,61.38565181622262,64.28324334840872,370732000,0.11980824753196462,-0.09875482179820905,-0.03473054908228834,65.67573776245118,68.580122756958,0.07426800800219346
2020-03-16,58.779293060302734,62.873283657436204,58.242970742071286,58.71619413875295,322423600,-0.12864678825671783,0.11980824753196462,-0.09875482179820905,64.51282196044922,67.20655975341796,0.07777219404199173
2020-03-17,61.36381912231445,62.5165408014644,57.854678750743666,60.06548484229005,324056000,0.043970009291540935,-0.12864678825671783,0.11980824753196462,62.936377716064456,66.32175102233887,0.07994544376820714
2020-03-18,59.86162185668945,60.66974328155828,57.544036922736474,58.18713842331335,300233600,-0.024480178827049892,0.043970009291540935,-0.12864678825671783,61.54048461914063,64.96104736328125,0.07744698180613366
2020-03-19,59.40297317504883,61.35896558109421,58.87636011980493,60.036365596883776,271857200,-0.007661815156606466,-0.024480178827049892,0.043970009291540935,61.37303771972656,63.7927906036377,0.07731442560101714
2020-03-20,55.63174057006836,61.11385881136198,55.330817248448476,59.98539913252844,401693200,-0.06348558672084292,-0.007661815156606466,-0.024480178827049892,59.00788955688476,62.34181365966797,0.0788000434858388
2020-03-23,54.44988632202149,55.452151782075894,51.59598260057971,55.35022704591594,336752800,-0.021244243590730738,-0.06348558672084292,-0.007661815156606466,58.142008209228514,61.32741508483887,0.07606446597623585
2020-03-24,59.91259765625,60.10916707001685,56.85969513959366,57.359613328429845,287531200,0.10032548648350792,-0.021244243590730738,-0.06348558672084292,57.85176391601563,60.39407081604004,0.08005610309477794
2020-03-25,59.58255386352539,62.67185674280047,59.286485163699844,60.85176409780143,303602000,-0.0055087545130031446,0.10032548648350792,-0.021244243590730738,57.79595031738281,59.668217468261716,0.07964579854721998
2020-03-26,62.71796798706055,62.77620858330938,59.78640491258839,59.82523444541299,252087200,0.05262302335540814,-0.0055087545130031446,0.10032548648350792,58.45894927978516,59.91599349975586,0.07484070883270229
2020-03-27,60.12130355834961,62.09428153233142,59.95385443702902,61.33712415208677,204216800,-0.04140224104911461,0.05262302335540814,-0.0055087545130031446,59.3568618774414,59.18237571716308,0.06436848691824949
2020-03-30,61.8370361328125,62.0093398541759,60.52414183848412,60.849334516621546,167976400,0.02853784720082997,-0.04140224104911461,0.05262302335540814,60.83429183959961,59.48815002441406,0.04953787074979325
2020-03-31,61.710845947265625,63.70081315714961,61.15511262455559,62.02875857181586,197002000,-0.002040689422368902,0.02853784720082997,-0.04140224104911461,61.19394149780273,59.52285270690918,0.047740779907400034
2020-04-01,58.46380233764648,60.35912485054445,58.03183398758983,59.82037714150967,176218400,-0.05261706527883081,-0.002040689422368902,0.02853784720082997,60.970191192626956,59.38307075500488,0.050211649062876
2020-04-02,59.43936920166016,59.49275888105111,57.49065701285396,58.32547341461665,165934000,0.016686681758731448,-0.05261706527883081,-0.002040689422368902,60.31447143554688,59.38671035766602,0.05045579929168135
2020-04-03,58.58513641357422,59.626227661114996,57.992999079947744,58.92246006471552,129880000,-0.014371498210012712,0.016686681758731448,-0.05261706527883081,60.0072380065918,59.682049942016604,0.04561962220544208
2020-04-06,63.69597244262695,63.85128318813444,60.519304472441405,60.88817397325163,201820400,0.08723775930081379,-0.014371498210012712,0.016686681758731448,60.379025268554685,60.60665855407715,0.050978635718869604
2020-04-07,62.95820999145508,65.93588600447147,62.853859800879945,65.71746898385814,202887200,-0.01158256044895778,0.08723775930081379,-0.014371498210012712,60.62849807739258,60.91121978759766,0.04216241969868793
2020-04-08,64.56961059570312,64.88509036892265,63.395044991841544,63.76148528714011,168895200,0.025594765233426298,-0.01158256044895778,0.08723775930081379,61.8496597290039,61.40992546081543,0.04238572894370959
2020-04-09,65.03555297851562,65.54032952455171,64.2371442763535,65.20786042767898,161834800,0.007216125024045006,0.025594765233426298,-0.01158256044895778,62.968896484375,61.641683959960936,0.03951212360750549
2020-04-13,66.31204986572266,66.42125839971293,64.51136807094039,65.11321477612952,131022800,0.019627677919932696,0.007216125024045006,0.025594765233426298,64.51427917480468,62.260758590698245,0.03624221926561527
2020-04-14,69.6610107421875,69.95222853281514,67.47689953040836,67.95012658868427,194994800,0.05050305160594881,0.019627677919932696,0.007216125024045006,65.7072868347168,63.04315605163574,0.03808067833807144
2020-04-15,69.02518463134766,69.48627323972364,68.10300741459568,68.5325465687292,131154400,-0.0091274316014881,0.05050305160594881,0.019627677919932696,66.92068176269531,63.774589920043944,0.038448106769203544
2020-04-16,69.57363891601562,69.94008655387744,68.52041300810855,69.74108800841772,157125200,0.007945712678599559,-0.0091274316014881,0.05050305160594881,67.9214874267578,64.88557357788086,0.031249325287930476
2020-04-17,68.6296157836914,69.636739522461,67.18810198275611,69.08828263215949,215250000,-0.013568689909460918,0.007945712678599559,-0.0091274316014881,68.64029998779297,65.80459823608399,0.032813224855638694
2020-04-20,67.2051010131836,68.35782638874939,67.18568994969831,67.45263835997193,130015200,-0.020756560476713704,-0.013568689909460918,0.007945712678599559,68.81891021728515,66.66659469604492,0.033502021153646575
2020-04-21,65.12776184082031,67.28275253901889,64.41428499057956,67.04735361351801,180991600,-0.0309104389554562,-0.020756560476713704,-0.013568689909460918,67.91226043701172,66.80977363586426,0.024566823344628078
2020-04-22,67.0036849975586,67.4405043108994,66.05723821466911,66.39940914673265,116862400,0.028803740581831327,-0.0309104389554562,-0.020756560476713704,67.50796051025391,67.21432113647461,0.02530413561150652
2020-04-23,66.74401092529297,68.37481424450658,66.7051813931717,66.94786041444767,124814400,-0.0038755192684564177,0.028803740581831327,-0.0309104389554562,66.94203491210938,67.4317611694336,0.02454206831286453
2020-04-24,68.6708755493164,68.68058478279482,67.22208165212722,67.27062041354411,126161200,0.028869476037036268,-0.0038755192684564177,0.028803740581831327,66.95028686523438,67.79529342651367,0.025819927158723846
2020-04-27,68.71942901611328,69.05189812563647,67.93800218832392,68.38695250061332,117087600,0.0007070459843199206,0.028869476037036268,-0.0038755192684564177,67.2531524658203,68.03603134155273,0.02537956713497076
2020-04-28,67.60551452636719,69.3649373275059,67.51330272470628,69.18292807221569,112004800,-0.016209600482636533,0.0007070459843199206,0.028869476037036268,67.74870300292969,67.8304817199707,0.019941944603464504
2020-04-29,69.82604217529297,70.29684010085327,68.89415555935265,69.0980050622793,137280800,0.032845362756018126,-0.016209600482636533,0.0007070459843199206,68.31317443847657,67.91056747436524,0.022692487019153953
2020-04-30,71.29908752441406,71.47624586127782,69.97649141267905,70.36720104938254,183064000,0.021095930733452173,0.032845362756018126,-0.016209600482636533,69.22418975830078,68.08311233520507,0.02348220207571021
2020-05-01,70.15123748779297,72.56103877053023,69.36981062017894,69.46688076275679,240616800,-0.01609908452514275,0.021095930733452173,0.032845362756018126,69.5202621459961,68.23527450561524,0.023689706449293964
2020-05-04,71.14378356933594,71.27240315582554,69.48385993378157,70.17549663342325,133568000,0.014148661051284872,-0.01609908452514275,0.021095930733452173,70.00513305664063,68.62914276123047,0.022428908598909638
2020-05-05,72.2115707397461,73.04638718577591,71.45926427424553,71.60487317175793,147751200,0.015008861165916265,0.014148661051284872,-0.01609908452514275,70.92634429931641,69.33752365112305,0.018382234701194544
2020-05-06,72.95659637451172,73.58998507405805,72.52947892116252,72.91533768168664,142333600,0.010317261169276115,0.015008861165916265,0.014148661051284872,71.55245513916016,69.93281478881836,0.017233948061649764
2020-05-07,73.71131134033203,74.05834791180315,73.2817722099888,73.58512093632648,115215200,0.010344711833130127,0.010317261169276115,0.015008861165916265,72.03489990234375,70.62954483032226,0.016659883691614103
2020-05-08,75.46578979492188,75.51932400836401,74.04470854157813,74.37321360469922,133838400,0.023802024718964088,0.010344711833130127,0.010317261169276115,73.09781036376953,71.30903625488281,0.016093058813808535
2020-05-11,76.65325164794922,77.14965158521665,74.76252676945559,74.97179952522458,145946400,0.015735101378442806,0.023802024718964088,0.010344711833130127,74.19970397949218,72.1024185180664,0.01587088937299259
2020-05-12,75.7772445678711,77.79206581684177,75.65557660011677,77.3394571152635,162301200,-0.011428178991041649,0.015735101378442806,0.023802024718964088,74.91283874511718,72.91959152221679,0.015005165169091573
2020-05-13,74.86229705810547,76.88198972405412,73.78188493945902,75.95730873840742,200622400,-0.01207417233211927,-0.011428178991041649,0.015735101378442806,75.29397888183594,73.42321701049805,0.014650213961295176
2020-05-14,75.32221221923828,75.38304620688119,73.37308887883164,74.09823268490378,158929200,0.006143481822042496,-0.01207417233211927,-0.011428178991041649,75.61615905761718,73.82552947998047,0.013799697917843924
2020-05-15,74.87691497802734,74.92314940994656,73.0518950634004,73.08596566629879,166348400,-0.005911898072175847,0.006143481822042496,-0.01207417233211927,75.49838409423828,74.2980972290039,0.01231704813963338
2020-05-18,76.64109802246094,77.01583751017019,75.51202293913698,76.20553196590271,135178400,0.02356110751826912,-0.005911898072175847,0.006143481822042496,75.49595336914062,74.8478286743164,0.013279319447265778
2020-05-19,76.1982192993164,77.50736040977804,76.16658443916718,76.65812036126512,101729600,-0.005778606186131907,0.02356110751826912,-0.005911898072175847,75.58014831542968,75.24649353027344,0.013604987284330758
2020-05-20,77.6801528930664,77.75071498536498,77.0207069953293,77.0596416459209,111504800,0.0194484019098764,-0.005778606186131907,0.02356110751826912,76.14371948242187,75.7188491821289,0.014257174933571795
2020-05-21,77.10099792480469,78.08407725078851,76.86252601832638,77.54143540411926,102688800,-0.0074556363072427745,0.0194484019098764,-0.005778606186131907,76.49947662353516,76.05781784057618,0.01480830628558321
2020-05-22,77.59740447998047,77.68013781166567,76.73599313969208,76.83819007988166,81803200,0.0064383933870728605,-0.0074556363072427745,0.0194484019098764,77.04357452392578,76.27097930908204,0.013242315746156525
2020-05-26,77.07179260253906,78.89924040659268,77.01582266467501,78.71917419280368,125522000,-0.006773575494744888,0.0064383933870728605,-0.0074556363072427745,77.12971343994141,76.31283340454101,0.012714623836172318
