Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
2020-01-02,153.32325744628906,153.42826088554256,151.1372952944172,151.5668495220527,22622100
2020-01-03,151.4141387939453,152.6837207384835,150.87958104163584,151.12777897349832,21116200
2020-01-06,151.8054962158203,151.8723232086729,149.3999720884019,149.94408480527218,20813700
2020-01-07,150.42135620117188,152.4164068417858,150.1731728919405,152.0823156061593,21634100
2020-01-08,152.8173065185547,153.4950585087182,150.77452464486916,151.71000038294167,27746500
2020-01-09,154.72650146484375,154.8506004292795,153.71465793650782,154.48785857360957,21385000
2020-01-10,154.0105438232422,155.8051426887704,153.85780890583482,155.42331996085537,20725900
2020-01-13,155.86241149902344,155.89104747475955,153.93417326104023,154.41145894411306,21626500
2020-01-14,154.7646942138672,156.16791559525535,154.37331637212353,155.96744915551147,23477400
2020-01-15,155.76693725585938,156.49242076357814,155.18466274765657,155.2323796600258,21417900
2020-01-16,158.62118530273438,158.68801231645415,156.57840234868965,156.88387229893618,23865400
2020-01-17,159.50888061523438,159.86206735862157,157.91473362097693,159.81433587734148,34371700
2020-01-21,158.93612670898438,160.5493545898603,158.86929972428416,159.10794255718054,29517200
2020-01-22,158.17245483398438,159.88114554574426,158.15335933042016,159.79522306250607,24138800
2020-01-23,159.1461639404297,159.22253140940367,157.7620381585891,158.64024220338177,19680800
2020-01-24,157.54246520996094,159.91935335669822,156.97927155195472,159.90025784938828,24918100
2020-01-27,154.90782165527344,155.95785585902553,152.92231170265217,153.82915147920096,32078100
2020-01-28,157.9434051513672,158.22976494589605,155.66197987278883,156.3397174739805,24899900
2020-01-29,160.40618896484375,161.08394114088054,158.16295467202275,160.21527757735336,34754500
2020-01-30,164.93084716796875,166.14315693787148,163.0312448171451,166.14315693787148,51597500
2020-01-31,162.49667358398438,164.56809162420643,161.876208045128,164.386735306438,36142700
2020-02-03,166.4581756591797,166.57271957325094,162.65897076563186,162.6876067441497,30107000
2020-02-04,171.93739318847656,172.43377438699721,168.300478542477,169.09277453982233,36433300
2020-02-05,171.72740173339844,175.8320619700683,170.30509956420224,175.66978656794012,39186300
2020-02-06,175.28793334960938,175.4693042280055,171.8801068002139,172.7487701832679,27751400
2020-02-07,175.53610229492188,177.19706147299323,174.19015336953305,174.5433546280201,33529100
2020-02-10,180.1276092529297,180.26124865813412,174.9251983541532,175.24020864476424,35844300
2020-02-11,176.0611572265625,182.03676914651783,175.16385775009803,181.98903766180297,53159900
2020-02-12,176.31890869140625,177.40711962197622,173.5888336107686,177.14938123785024,47062900
2020-02-13,175.36431884765625,177.76982829589463,174.56246779930643,174.7629342027948,35295800
2020-02-14,176.92982482910156,176.98709678584612,174.35247025076032,174.92521894941493,23149500
2020-02-18,178.7244110107422,179.17306076378034,177.0730064574597,177.17800990105596,27792200
2020-02-19,179.26043701171875,180.12189205359857,178.48512455294917,180.00703527611827,29997500
2020-02-20,176.5229034423828,179.23172105937135,173.3450775850241,178.94456451309836,36862400
2020-02-21,170.9425506591797,175.64230186001902,169.65993463045433,175.32643111765134,48572600
2020-02-24,163.572265625,167.07554313301836,156.2402733599048,160.58587278820414,68311100
2020-02-25,160.873046875,167.3531367927609,160.4710189288853,166.74054294898085,68073300
2020-02-26,162.88311767578125,165.84079671755148,161.00705537187227,162.44282359860227,56206100
2020-02-27,151.406494140625,159.87753004465935,151.21506135408896,156.32640584745195,93174900
2020-02-28,155.072509765625,156.6997251752608,145.49115661738037,145.88360337407545,97012700
2020-03-02,165.3909149169922,165.51535283207693,155.35968539530575,158.2312217343884,71030800
2020-03-03,157.46546936035156,167.50627960732479,155.31181719397168,166.35766803966655,71677000
2020-03-04,163.24684143066406,163.39041240338062,158.52794252039857,161.27505550994934,49814400
2020-03-05,159.15011596679688,163.5531294844052,158.59495053526152,158.93953547189074,47817300
2020-03-06,154.6513671875,156.12541593642464,149.31987490003448,155.64682659379633,72821100
2020-03-09,144.17025756835938,150.99494667832099,143.57681142154135,144.53399016435162,70419300
2020-03-10,154.02920532226562,154.1344955707755,146.04633791651764,151.38739718518477,65354400
2020-03-11,147.0513916015625,150.94710193161995,144.6775775344153,150.40151758117216,56371600
2020-03-12,133.1053009033203,146.8982529178264,132.64585910216917,139.07810273985137,93226400
2020-03-13,152.02871704101562,154.97682962340602,134.70377417991185,141.183879021812,92727400
2020-03-16,129.62110900878906,142.95461293283728,129.21909579673425,134.00498823365035,87905900
2020-03-17,140.29373168945312,141.18390114029174,129.21916375552127,134.00505870942945,81059800
2020-03-18,134.3878936767578,139.7481006393259,129.2382818177403,132.09067046730803,81593200
2020-03-19,136.5989532470703,143.7203491794158,133.04781450548256,136.65638162150603,85922700
2020-03-20,131.46852111816406,140.80101492188504,130.0423193712447,139.7481123428989,84866200
2020-03-23,130.1571807861328,134.55064297153052,126.84535002067652,131.14307386995858,78975200
2020-03-24,141.98788452148438,143.1939390281192,135.22063872307237,137.59443780402628,82516700
2020-03-25,140.62872314453125,147.72142234468006,138.25492354669387,142.53351442578665,75638200
2020-03-26,149.4251251220703,149.95157617905008,142.01655882433332,142.04527300877007,64568100
2020-03-27,143.28964233398438,148.2574019111521,142.81105300447516,145.25186150604966,57042300
2020-03-30,153.36875915527344,153.72292525245413,143.5863903880051,145.91234252930232,63420300
2020-03-31,150.95663452148438,157.7238792292168,149.85587043323005,152.57425399147266,77927200
2020-04-01,145.59645080566406,150.99493802138917,144.36169672460142,146.4483392537087,57969900
2020-04-02,148.611572265625,148.82215276585558,143.9214020813381,145.35717025269807,49630700
2020-04-03,147.2427978515625,150.64078508097487,145.67302540319514,148.45841886264432,41243300
2020-04-06,158.1929168701172,159.37024249997808,150.83221084061367,153.45488555470874,67111700
2020-04-07,156.48916625976562,162.7203949496014,156.26900462130646,162.32794813884126,62769000
2020-04-08,158.05892944335938,159.5329782713047,156.49872342902765,158.57579953473572,48318200
2020-04-09,158.06849670410156,160.20300120701708,156.33600551975834,159.23625593654953,51385100
2020-04-13,158.42263793945312,158.48008092873175,155.35010255817997,157.31232177165464,41905300
2020-04-14,166.26190185546875,166.30976370135184,160.80598734864523,161.7631658447681,52874300
2020-04-15,164.5198974609375,166.13753197612417,161.9929460032736,163.86900827959028,40940800
2020-04-16,169.45895385742188,169.68868206197442,165.49623361258813,166.83629289772387,50479600
2020-04-17,170.95211791992188,172.29216222843243,168.33900961024494,171.813572888909,52765600
2020-04-20,167.56373596191406,171.095728441142,167.49674103369145,169.06651384608264,36669600
2020-04-21,160.6337127685547,166.2331985750058,158.99693100643162,166.07047997263564,56203700
2020-04-22,166.08966064453125,166.5491023546214,163.50528094286486,164.05086523508652,34620200
2020-04-23,164.07958984375,167.56372012764132,163.5914339086313,166.6544031792957,32790800
2020-04-24,167.07554626464844,167.08511279378087,163.39998353425372,164.69216602575494,34277600
2020-04-27,166.5969696044922,169.3249203646585,165.879085519387,169.02819727967727,33194400
2020-04-28,162.53851318359375,168.14758096614784,162.13649988106928,168.07100491727823,34392700
2020-04-29,169.8322296142578,170.07152431727428,164.519898891604,165.8025149944787,51286600
