Price,Close,High,Low,Open,Volume
Ticker,XOM,XOM,XOM,XOM,XOM
Date,,,,,
2020-01-02,55.13798522949219,55.231303831138206,54.62470918732575,54.62470918732575,12456400
2020-01-03,54.694698333740234,55.503493085064484,54.56249303975933,55.48015750382282,17386900
2020-01-06,55.11465835571289,55.49572317594799,54.61693934426499,54.686928299025496,20081900
2020-01-07,54.66359329223633,54.84245789239839,54.05699867729008,54.82690677062354,17387700
2020-01-08,53.83924865722656,54.66359459635566,53.79258342423259,54.52361076393013,15137700
2020-01-09,54.25143051147461,54.36030618416064,53.372640667721285,53.769262580094214,14811800
2020-01-10,53.769248962402344,54.40695171232019,53.7536978416482,54.383622064550146,11995600
2020-01-13,54.28253936767578,54.33697720469426,53.74593359329417,53.815922555198256,9953900
2020-01-14,53.815914154052734,54.11143888025834,53.57483318964568,53.955897989287415,16261000
2020-01-15,53.73036575317383,54.11920906335727,53.574830802411675,53.81591175607643,11390300
2020-01-16,53.52039337158203,54.11143686874375,53.504842249702186,53.893685562757355,13340300
2020-01-17,53.31819152832031,53.72259188394929,53.10821875644681,53.4659538813322,18144100
2020-01-21,52.556053161621094,53.20930694962943,52.50161534595373,53.178198778779944,17982600
2020-01-22,52.25276565551758,52.649381557928635,52.10500329974992,52.54050590629289,17033100
2020-01-23,51.92612075805664,52.050553435878044,51.366191507690274,51.87946147051194,19605900
2020-01-24,51.576175689697266,51.856143343698015,51.35842438842512,51.74726769306194,18238600
2020-01-27,50.34743881225586,51.11735297097673,50.316330630090256,50.876266042513045,21231000
2020-01-28,50.277435302734375,50.705159333856024,50.261878249514034,50.635170394196564,19664700
2020-01-29,49.85749053955078,50.650728294938446,49.694177058537974,50.57296081825779,14202800
2020-01-30,50.38630294799805,50.45629187655324,49.32864896135929,49.60083801675682,18544700
2020-01-31,48.30988693237305,49.14978981779032,48.10768973772002,49.14978981779032,34282900
2020-02-03,47.228904724121094,47.765507385841005,46.94893708613199,47.73440217789463,27389300
2020-02-04,46.63786697387695,48.14657793002618,46.57565062105975,47.78884280124425,31922100
2020-02-05,48.78427505493164,48.93981295229549,47.12780193628817,47.244456100970716,32099200
2020-02-06,48.12323760986328,49.00202114874634,48.04546718608713,48.93980777636374,16055400
2020-02-07,47.804405212402344,47.95216462611026,47.48555376529825,47.75774293966534,15112500
2020-02-10,47.299522399902344,47.74128020351135,47.031312842216316,47.70972542984738,20934500
2020-02-11,47.74917221069336,48.03315918386856,47.46518523751815,47.78861718636814,14908700
2020-02-12,48.33292007446289,48.53802009078852,47.772836367161226,48.38813942536706,17862100
2020-02-13,48.06471633911133,48.45125184232636,47.77284216189579,48.16726786432787,16949400
2020-02-14,47.843841552734375,48.246154467387534,47.5519643501593,48.23826727696391,10855300
2020-02-18,47.23641586303711,47.63872869496224,46.89720956921272,47.449406071431184,18948500
2020-02-19,47.59929656982422,47.82017401266872,47.19698365475323,47.417861097597736,12804900
2020-02-20,47.22064208984375,47.757061246280195,47.11020338279432,47.512516245507115,14817200
2020-02-21,46.64479064941406,46.944552056700616,46.37658101552683,46.944552056700616,20315700
2020-02-24,44.45967102050781,45.59561609716038,44.45967102050781,45.4536225864251,32096600
2020-02-25,42.7557487487793,44.767319323588026,42.574313278267,44.767319323588026,36414500
2020-02-26,41.817012786865234,43.24483495188515,41.753906237556336,43.03184470566256,29801000
2020-02-27,39.300575256347656,41.36736501597877,39.28479786774233,40.7915038734156,48141300
2020-02-28,40.57851028442383,40.57851028442383,37.87275005162934,38.47227873212194,62446700
2020-03-02,42.50332260131836,42.51120979280264,40.33398082632729,41.485703373743746,38127600
2020-03-03,40.46806716918945,42.71629496200635,40.215635018373526,42.55852411543924,50580700
2020-03-04,41.351585388183594,41.39891755143654,40.3260792582019,41.20170471839279,24079600
